Name,Team,FR,Events-FR,SO,Events-SO,JR,Events-JR,SR,Events-SR,Total Points
Alyssa Anderson,Boston College,28,3,20,3,31,3,23,3,102
Loren Ball,Boston College,,,,,,,,,0
Maureen Barron,Boston College,,,0,3,0,3,0,3,0
Bailey Brown,Boston College,,,,,,,,,0
Catherine Cole,Boston College,,,,,,,,,0
Samantha Couillard,Boston College,,,0,3,,,0,3,0
Kelly DiStefano,Boston College,,,,,,,,,0
Emily Downs,Boston College,0,3,0,3,,,,,0
Rachel Emodi,Boston College,,,,,,,,,0
Annie Fothergill,Boston College,,,,,0,3,0,3,0
Megan Fuqua,Boston College,,,,,,,,,0
Dana Hadra,Boston College,,,,,,,0,2,0
Kelsey Hawthorne,Boston College,,,,,,,,,0
Hanna Hunstad,Boston College,,,,,,,,,0
Madeleine Irwin,Boston College,,,,,,,,,0
Ann Kearns,Boston College,,,,,,,,,0
Rainey Kelly,Boston College,,,,,,,,,0
Abigail Kordell,Boston College,0,3,0,3,0,4,0,3,0
Gracie Kunkel,Boston College,0,3,0,3,0,3,0,3,0
Corinne Larkin,Boston College,,,,,0,2,0,2,0
Allison Lewandowski,Boston College,,,,,,,,,0
Allison Lloyd,Boston College,,,,,,,,,0
Lisa Lopez,Boston College,,,,,,,,,0
Annie MacKay,Boston College,,,,,,,,,0
Catherine MacKeen,Boston College,,,,,,,,,0
Madeline Mailliard,Boston College,0,4,0,3,0,3,0,3,0
Elizabeth Mangone,Boston College,,,,,,,,,0
Caroline Maniscalco,Boston College,,,,,,,,,0
Allie Manning,Boston College,,,,,0,4,,,0
Elizabeth Manning,Boston College,,,0,4,0,3,0,4,0
Caitlin Marks,Boston College,,,0,3,,,,,0
Alison McDonough,Boston College,,,,,0,3,0,3,0
Kelly McGrath,Boston College,,,,,0,4,0,3,0
Mackenzie Merriam,Boston College,0,3,,,,,,,0
Melissa Merwin,Boston College,,,,,0,4,0,4,0
Stephanie Ng,Boston College,,,,,,,,,0
Ellie O' Brien,Boston College,,,,,,,,,0
Kathryn Oskar,Boston College,,,,,0,2,,,0
Jordan Parry,Boston College,,,0,3,0,3,0,4,0
ASHLEIGH POPERA,Boston College,,,,,,,,,0
Kimberly Rich,Boston College,,,,,0,3,0,3,0
Allison Ridge,Boston College,,,,,,,,,0
Nicole Rodriquez,Boston College,,,,,,,,,0
Bella Salvatori,Boston College,,,,,,,,,0
Allyson Shurmur,Boston College,,,,,,,,,0
Andrea Smelser,Boston College,,,,,,,,,0
Katherine Vanasse,Boston College,,,,,,,,,0
Allison Viverette,Boston College,,,,,0,4,,,0
Marina Vranos,Boston College,,,0,2,,,0,2,0
Gillian Walsh,Boston College,,,,,,,,,0
Kelly Ward,Boston College,,,,,,,,,0
Kristen Webber,Boston College,,,,,,,,,0
Brittany Williford,Boston College,,,,,,,,,0
Molly Anderson,Boston College,,,,,,,,,0
Amanda Bieler,Boston College,2,3,0,3,,,,,2
Grace Gibbons,Boston College,0,3,,,,,,,0
Kelsey Golden,Boston College,,,,,,,,,0
Danielle Homere,Boston College,,,0,5,,,,,0
Emily Mann,Boston College,0,3,0,4,0,3,0,3,0
Alexandra Popera,Boston College,,,,,,,,,0
Caroline Quindlen,Boston College,0,4,0,4,0,4,0,4,0
Madeline Simone,Boston College,0,4,,,,,,,0
Emily Smith,Boston College,0,3,0,3,0,3,,,0
Kelsey Tague,Boston College,,,,,,,,,0
Maria Abrams,Boston College,,,,,0,3,,,0
Abigail Austin,Boston College,,,,,,,,,0
Elizabeth Canning,Boston College,,,,,,,,,0
Lindsay Caplan,Boston College,,,,,,,,,0
Sydney Dacey,Boston College,,,,,,,,,0
Julie Dobson,Boston College,,,0,3,0,3,,,0
Hope Dragelin,Boston College,0,4,,,,,,,0
Caroline Even,Boston College,,,,,0,3,,,0
Mary Fitzsimmons,Boston College,0,3,,,,,,,0
Margaret Flanagan,Boston College,,,,,,,,,0
Erika Freeman,Boston College,0,4,0,3,0,5,0,5,0
Kelsey Holmes,Boston College,,,,,,,,,0
Katherine Karle,Boston College,0,3,0,3,0,3,0,4,0
Cecilia O'Reilly,Boston College,,,,,0,2,,,0
Laura Packer,Boston College,,,,,,,,,0
Maria Russo,Boston College,,,,,,,,,0
Gabriella Taghian,Boston College,,,0,2,,,,,0
Claudia Brady,Boston College,,,,,,,,,0
Julianna Carbone,Boston College,,,,,,,,,0
Taylor Covington,Boston College,0,3,0,3,0,2,0,2,0
Aileen Coyne,Boston College,,,,,0,3,,,0
Mary Curley,Boston College,,,,,,,,,0
Jamie Doherty,Boston College,,,,,,,,,0
Ina Elcott,Boston College,0,3,0,3,0,3,,,0
Kristina Fecarotta,Boston College,0,3,0,5,0,4,0,5,0
Mariel Green,Boston College,,,,,,,,,0
Sarah Hanning,Boston College,0,3,,,,,,,0
Shae Heitz,Boston College,,,,,,,,,0
Chloe Kargodorian,Boston College,,,0,3,,,,,0
Victoria Lin,Boston College,0,3,0,3,0,3,0,3,0
Dakota Meyer,Boston College,,,0,3,,,,,0
Lauren Quinn,Boston College,0,3,0,5,0,4,0,5,0
Natalie Dalla Riva,Boston College,0,3,0,4,,,,,0
Dominique Gray,Boston College,0,3,,,,,,,0
MAURA GRIMES,Boston College,0,4,0,4,0,3,,,0
Alison Kea,Boston College,0,2,0,3,0,3,,,0
Michaela McGeary,Boston College,0,4,0,5,0,3,,,0
AvRey Rocca,Boston College,,,,,,,,,0
Elizabeth Uhl,Boston College,0,2,0,2,0,2,,,0
Isabel Blaze,Boston College,0,3,,,,,,,0
Mackenna Buchanan,Boston College,,,,,,,,,0
Haley Dolan,Boston College,0,3,0,3,,,,,0
Grace Edwards,Boston College,0,3,0,4,,,,,0
Alexa Lantin,Boston College,0,3,0,3,,,,,0
Anna Milia,Boston College,0,3,0,3,,,,,0
Ashleigh Scott,Boston College,0,3,0,3,,,,,0
Delaney Thomas,Boston College,,,,,,,,,0
Nicole Barkemeyer,Boston College,0,3,,,,,,,0
Katherine Cilley,Boston College,,,,,,,,,0
Julia Donahue,Boston College,,,,,,,,,0
Mary Gannon,Boston College,,,,,,,,,0
Katherine Hayes,Boston College,,,,,,,,,0
Madeline King,Boston College,0,4,,,,,,,0
Sophia Miller,Boston College,0,4,,,,,,,0
Lindsey Ryalls,Boston College,0,5,,,,,,,0
Sofia Zinis,Boston College,0,3,,,,,,,0
Emily Barber,Duke University,,,,,,,37,3,37
Liza Bragg,Duke University,26,3,9,3,3,3,0,3,38
Caroline Conklin,Duke University,,,,,,,,,0
Linsay Cooper,Duke University,,,0,3,0,3,,,0
Kathryn Eckhart,Duke University,,,4,3,3,3,,,7
Brittany Friese,Duke University,19,3,11,3,8,3,41,3,79
Jaimee Gundry,Duke University,,,30,3,13,3,,,43
Kelly Hagerty,Duke University,,,,,,,,,0
Alexandria Horn,Duke University,,,,,,,,,0
Eneka Lamb,Duke University,,,,,,,,,0
Patricia Leeson,Duke University,,,,,,,,,0
Megan McCarroll,Duke University,,,,,0,3,,,0
Kendall McClenney,Duke University,,,20,3,16,3,4,2,40
Alexa Mendes,Duke University,,,,,,,,,0
Kiera Molloy,Duke University,,,5,3,13,3,,,18
Meghan Price,Duke University,,,,,,,,,0
Kirby Quinn,Duke University,10,3,3,3,,,41,3,54
Madeline Rusch,Duke University,40,3,18,3,37,3,28,2,123
Lindsey Schlichte,Duke University,17,3,,,,,14,3,31
Ashleigh Shanley,Duke University,,,0,3,20,3,13,3,33
Jessica Sutherland,Duke University,2,5,1,4,1,3,,,4
Francesca Tocci,Duke University,,,,,0,3,,,0
Lauren Weaver,Duke University,,,,,65,3,,,65
Christine Wixted,Duke University,,,,,71,7,5,3,76
Chelsea Ye,Duke University,8,3,0,3,,,,,8
Verity Abel,Duke University,36,3,18,3,58,4,54,3,166
Abby Artmann,Duke University,,,,,,,,,0
Elizabeth Devitt,Duke University,7,3,13,4,2,3,41,3,63
Leah Goldman,Duke University,59,4,50,3,49,3,60,3,218
Hanna House,Duke University,,,,,,,,,0
Catie Miller,Duke University,1,3,,,,,,,1
Isabella Paez,Duke University,31,4,41,3,23,3,41,3,136
Katherine Plevka,Duke University,,,,,,,,,0
Maria Sheridan,Duke University,1,4,,,,,,,1
Maryellen Targonski,Duke University,29,3,39,3,33,3,39,3,140
Alexandra Aitchison,Duke University,6,3,3,3,,,,,9
Alyssa Arwood,Duke University,,,,,,,,,0
Elizabeth Fitzpatrick,Duke University,,,29,3,34,2,16,2,79
Madeline Hess,Duke University,58,4,35,4,62,4,68,4,223
Mickayla Hinkle,Duke University,28,4,23,3,,,,,51
Susan Hynes,Duke University,,,,,9,3,,,9
Anna Quinn,Duke University,,,20,3,2,3,5,3,27
Lindsey Trematerra,Duke University,,,,,,,,,0
Mackenzie Willborn,Duke University,45,3,48,3,66,3,55,3,214
Colleen Wixted,Duke University,,,,,14,3,,,14
Suzanne Dolan,Duke University,,,,,,,,,0
Jaina Gaudette,Duke University,,,8,3,3,3,,,11
Kylie Jordan,Duke University,17,3,51,3,55,3,11,3,134
Brittany Kahn,Duke University,,,,,,,,,0
Brittany Kampfer,Duke University,0,3,6,3,,,14,3,20
Alyssa Marsh,Duke University,36,3,30,4,76,4,73,3,215
Kira Page,Duke University,,,,,,,,,0
Constance Dean,Duke University,24,3,,,40,3,,,64
Halle Morris,Duke University,,,1,3,12,3,,,13
Carly Perri,Duke University,,,16,3,,,,,16
Erin Winslow,Duke University,7,3,15,3,18,3,,,40
Lucy Callard,Duke University,14,2,,,,,,,14
Shayna Hollander,Duke University,16,3,11,3,,,,,27
Easop Lee,Duke University,30,3,45,3,,,,,75
Zoe Lusk,Duke University,1,3,,,,,,,1
Shae Nicolaisen,Duke University,,,,,,,,,0
Rachel Peroni,Duke University,,,,,,,,,0
Madeline Pfaff,Duke University,,,,,,,,,0
Melissa Pish,Duke University,36,3,28,3,,,,,64
Maddison Pullinger,Duke University,47,3,17,2,,,,,64
Quinn Scannell,Duke University,,,,,14,3,,,14
Cabell Whitlow,Duke University,56,3,14,3,,,,,70
Olwyn Bartis,Duke University,,,,,,,,,0
Alexandra Bumpas,Duke University,,,,,,,,,0
Kaitlin Mullin,Duke University,9,2,,,,,,,9
Natasha ONG,Duke University,,,,,,,,,0
Seohyun Park,Duke University,27,3,,,,,,,27
Emma Shuppert,Duke University,25,4,,,,,,,25
Sarah Snyder,Duke University,17,3,,,,,,,17
Olivia Tighe,Duke University,,,,,,,,,0
Aliyah Watson,Duke University,27,3,,,,,,,27
Chelsie Britt,Florida State University,,,,,,,82,3,82
Olivia Carter,Florida State University,,,,,,,,,0
Josephine Cuda,Florida State University,,,18,3,11,3,1,3,30
Kaitlyn Dressel,Florida State University,,,,,70,3,82,3,152
Laura Flewelling,Florida State University,,,,,,,,,0
Alexia Gonzalez,Florida State University,7,3,5,3,,,,,12
Kelsey Goodman,Florida State University,,,,,39,3,,,39
Julia Henkel,Florida State University,,,,,46,3,,,46
Ashley Hicks,Florida State University,,,,,,,,,0
Lauren Hine,Florida State University,,,6,3,,,,,6
Ashly Isaacson,Florida State University,,,,,,,,,0
Madison Jacobi,Florida State University,,,71,3,,,,,71
Jordan Jarmakowicz,Florida State University,,,,,,,,,0
Mary King,Florida State University,,,,,,,,,0
McKayla Lightbourn,Florida State University,,,,,58,3,,,58
Sara McMahon,Florida State University,,,,,,,,,0
Caroline Neil,Florida State University,4,3,1,2,28,3,17,3,50
Tiffany Oliver,Florida State University,,,,,78,3,,,78
Caroline Page,Florida State University,,,,,,,,,0
Samantha Pochowski,Florida State University,,,16,3,39,4,9,3,64
Michelle Pope,Florida State University,,,,,,,,,0
Haley Powell,Florida State University,,,,,,,2,3,2
Ariel Rittenhouse,Florida State University,,,,,49,3,,,49
Bianca Spinazzola,Florida State University,,,45,4,22,4,11,4,78
Morgan Stephenson,Florida State University,,,37,3,,,,,37
Katherine Stringfield,Florida State University,,,,,3,3,0,3,3
Lydia Ware,Florida State University,,,0,3,1,3,20,3,21
Hannah Wilson,Florida State University,,,,,,,,,0
Katrina Young,Florida State University,,,,,85,3,72,3,157
Ariel Barber,Florida State University,,,0,3,2,4,2,3,4
Cameron Brown,Florida State University,,,,,,,,,0
Caroline Gerhardt,Florida State University,0,3,,,,,,,0
Meghan Haila,Florida State University,,,,,,,0,3,0
Colby Harvey,Florida State University,14,3,,,,,,,14
Alexandria Kehoe,Florida State University,,,,,,,,,0
Robin Landy,Florida State University,,,,,,,,,0
Kendall McIntosh,Florida State University,,,,,,,0,3,0
Blaire Mulka,Florida State University,,,24,3,35,3,50,3,109
Natalie Pierce,Florida State University,39,3,26,3,25,2,60,3,150
Krissa Robinson,Florida State University,,,,,,,,,0
Brenna Ruth,Florida State University,0,3,0,3,,,,,0
Alexi Smith,Florida State University,16,3,2,2,0,3,3,3,21
Daniella Van Den Berg,Florida State University,,,,,,,12,2,12
Megan Brown,Florida State University,46,3,16,3,9,3,,,71
Ariel Finke,Florida State University,,,,,,,33,3,33
Cassidy Gebhart,Florida State University,47,3,31,3,,,,,78
McKenna Harris,Florida State University,0,3,,,,,,,0
Fabiana Ingram,Florida State University,,,,,,,,,0
Leila Johnston,Florida State University,1,3,3,3,3,3,,,7
Caroline Nava,Florida State University,,,,,,,,,0
Lauren Peavy,Florida State University,,,,,,,,,0
Natalie Purnell,Florida State University,,,13,3,14,4,37,3,64
Manuella Andrade,Florida State University,2,3,,,,,,,2
Macie Beairsto,Florida State University,,,,,,,,,0
Nicole Blank,Florida State University,0,3,,,,,,,0
Ayla Bonniwell,Florida State University,43,3,52,3,47,2,44,2,186
Molly Carlson,Florida State University,85,3,36,2,73,3,92,3,286
Natalie Chambers,Florida State University,,,,,,,,,0
Christi DiPaolo,Florida State University,,,,,,,,,0
Helayna Hessinger,Florida State University,,,,,,,,,0
Christina Loh,Florida State University,,,,,45,3,,,45
Tayla Lovemore,Florida State University,,,,,49,3,54,4,103
Haley O'Meara,Florida State University,,,,,,,,,0
Paige Schendelaar-Kemp,Florida State University,0,3,,,18,3,4,3,22
Michelle Turek,Florida State University,,,11,3,,,,,11
Alexandria Wittman,Florida State University,,,,,4,3,,,4
Ana Zortea,Florida State University,,,,,,,11,3,11
Mykala Arnold,Florida State University,,,,,,,,,0
Kile Carriger,Florida State University,,,,,,,,,0
Madeline Cohen,Florida State University,5,4,6,3,7,3,,,18
Kara Coughlin,Florida State University,,,,,,,,,0
Shelly Drozda,Florida State University,,,,,7,4,,,7
Isabella English,Florida State University,,,,,,,,,0
Georgiana Gardner,Florida State University,,,,,,,,,0
Madison Holland,Florida State University,,,,,,,,,0
Olivia Jacobi,Florida State University,,,,,,,,,0
McKenna Keith,Florida State University,,,,,,,,,0
Hailey Ladd,Florida State University,,,,,,,,,0
Wallace Layland,Florida State University,56,3,79,3,53,2,54,2,242
Melissa Marinheiro,Florida State University,,,,,,,,,0
Elise OLSEN,Florida State University,,,,,,,,,0
Kathryn Petrone,Florida State University,7,4,,,,,,,7
Emma Terebo,Florida State University,19,3,25,4,18,4,,,62
Madison Tyle,Florida State University,,,,,,,,,0
Elizabeth Zubero,Florida State University,,,,,,,,,0
Kertu Alnek,Florida State University,,,,,,,,,0
Katherine Baker,Florida State University,,,2,3,,,,,2
Boglarka BONECZ,Florida State University,12,3,,,,,,,12
Grace Cable,Florida State University,38,2,,,,,,,38
Alexis Durlacher,Florida State University,,,,,,,,,0
Magdalena Emary,Florida State University,,,3,3,,,,,3
Klaudia Greer,Florida State University,,,,,,,,,0
Dorothy Halmy,Florida State University,,,,,6,3,,,6
Lauren Hew,Florida State University,,,,,,,,,0
Stephanie Holmes,Florida State University,15,3,4,1,,,,,19
Ida Hulkko,Florida State University,36,3,,,,,,,36
Laura Jensen,Florida State University,14,2,,,,,,,14
Nina Kucheran,Florida State University,68,3,40,3,,,,,108
Madeleine McDonald,Florida State University,19,4,26,4,,,,,45
Hannah Womer,Florida State University,,,6,4,,,,,6
Aryanna Fernandes,Florida State University,,,25,4,,,,,25
Leanna Gharbaoui,Florida State University,,,,,,,,,0
Giulia Grasso,Florida State University,,,,,,,,,0
Elizabeth Harris,Florida State University,,,,,,,,,0
Rebecca Moynihan,Florida State University,,,,,1,3,,,1
Tania Quaglieri,Florida State University,0,3,,,,,,,0
Sydney Vanovermeiren,Florida State University,20,3,,,,,,,20
Katherine Brandus,Georgia Institute of Technology,,,,,1,3,0,3,1
Elise Breaux,Georgia Institute of Technology,,,,,,,,,0
Kate Clark,Georgia Institute of Technology,,,0,3,,,,,0
Darelle Cowley,Georgia Institute of Technology,,,0,3,0,1,23,3,23
Andrea Demick,Georgia Institute of Technology,14,2,12,2,5,1,0,2,31
Catherine Felix,Georgia Institute of Technology,,,,,,,,,0
Caroline Fore,Georgia Institute of Technology,,,,,,,,,0
Ashley Hardy,Georgia Institute of Technology,,,,,20,3,,,20
Samantha Kase,Georgia Institute of Technology,,,,,,,,,0
Katherine Kerman,Georgia Institute of Technology,,,0,4,,,,,0
Frederique Lefebvre,Georgia Institute of Technology,,,0,3,1,5,,,1
Shannon Lumbra,Georgia Institute of Technology,,,39,3,39,3,25,3,103
Kelsey Maloney,Georgia Institute of Technology,,,,,,,,,0
Madeline Paschal,Georgia Institute of Technology,,,0,4,5,4,8,4,13
Catherine Richards,Georgia Institute of Technology,,,,,0,3,0,3,0
Sarah Roethel,Georgia Institute of Technology,,,,,,,,,0
Jaclyn Rohal,Georgia Institute of Technology,,,,,,,,,0
Efrat Rotsjen,Georgia Institute of Technology,,,,,0,3,0,4,0
Chiara Ruiu,Georgia Institute of Technology,0,3,4,3,22,3,18,3,44
Erika Staskevicius,Georgia Institute of Technology,,,2,3,0,1,0,3,2
Carly Sweeney,Georgia Institute of Technology,,,0,3,0,2,0,3,0
Alexandra Tracy,Georgia Institute of Technology,0,3,0,3,,,,,0
Hailey White,Georgia Institute of Technology,,,,,0,3,,,0
Sarah Williford,Georgia Institute of Technology,,,26,3,12,3,,,38
Kathryn Woolbright,Georgia Institute of Technology,,,,,5,3,,,5
Madison Young,Georgia Institute of Technology,22,3,1,3,16,3,3,3,42
Kira DeBruyn,Georgia Institute of Technology,0,2,5,3,33,3,29,3,67
Morgan Lyons,Georgia Institute of Technology,0,3,2,3,0,3,2,3,4
Ellen Posch,Georgia Institute of Technology,,,,,,,,,0
Caroline Price,Georgia Institute of Technology,,,,,,,,,0
Alexandra Rieger,Georgia Institute of Technology,0,1,6,3,0,3,,,6
MaryKathryn Terry,Georgia Institute of Technology,,,,,,,,,0
Megan Young,Georgia Institute of Technology,0,3,,,,,17,4,17
Lila Best,Georgia Institute of Technology,,,,,,,,,0
Laura Branton,Georgia Institute of Technology,20,3,32,3,6,3,,,58
Sara Gilbert,Georgia Institute of Technology,0,3,0,3,0,4,0,3,0
Megan Hansen,Georgia Institute of Technology,,,,,,,,,0
Florina Ilie,Georgia Institute of Technology,17,3,,,23,3,,,40
Haibing Wang,Georgia Institute of Technology,29,3,42,3,32,3,46,3,149
Kayla Williams,Georgia Institute of Technology,,,,,,,,,0
Sara Al Khatib,Georgia Institute of Technology,1,3,,,,,,,1
Kelli Croft,Georgia Institute of Technology,,,,,,,,,0
Caroline Doi,Georgia Institute of Technology,2,3,11,3,12,3,27,3,52
Emily Dykstra,Georgia Institute of Technology,,,,,,,,,0
Tamir Gonen,Georgia Institute of Technology,,,,,,,2,4,2
Kristen Hepler,Georgia Institute of Technology,2,3,12,3,15,3,26,3,55
Emily Ilgenfritz,Georgia Institute of Technology,12,3,36,3,46,3,29,3,123
Kaitlin Kitchens,Georgia Institute of Technology,,,,,0,3,1,3,1
Caroline Lee,Georgia Institute of Technology,6,3,5,3,0,3,21,4,32
Chloe Miller,Georgia Institute of Technology,2,3,4,3,,,0,3,6
Madeline Oliver,Georgia Institute of Technology,0,3,,,,,,,0
Jordyn Sak,Georgia Institute of Technology,,,,,,,,,0
Lindsay Wallace,Georgia Institute of Technology,,,0,3,3,3,5,3,8
Abbey Yates,Georgia Institute of Technology,0,3,,,,,,,0
Paige Gohr,Georgia Institute of Technology,6,3,,,,,,,6
Camryn Hidalgo,Georgia Institute of Technology,,,59,3,85,3,,,144
Camille Long,Georgia Institute of Technology,,,4,3,,,,,4
Catriona Macgregor,Georgia Institute of Technology,,,0,3,0,4,,,0
Grace Mauldin,Georgia Institute of Technology,,,0,3,0,3,,,0
Alexandra Nilsson,Georgia Institute of Technology,,,,,,,,,0
Celine Nugent,Georgia Institute of Technology,0,3,,,,,,,0
Alexandra Paschal,Georgia Institute of Technology,0,3,3,4,7,3,,,10
Julia Shuford,Georgia Institute of Technology,,,,,0,3,,,0
Kelsey Dekshenieks,Georgia Institute of Technology,1,3,2,3,,,,,3
Madeleine Hadd,Georgia Institute of Technology,1,3,9,3,,,,,10
Morgan Johnson,Georgia Institute of Technology,17,3,15,3,,,,,32
Macleary Moran,Georgia Institute of Technology,,,,,,,,,0
Jami Williams,Georgia Institute of Technology,0,3,,,,,,,0
Nicole Williams,Georgia Institute of Technology,5,3,5,3,,,,,10
McKenzie Campbell,Georgia Institute of Technology,3,3,,,,,,,3
Abigail Cohen,Georgia Institute of Technology,,,,,,,,,0
Kyrsten Davis,Georgia Institute of Technology,0,2,,,,,,,0
Imane El Barodi,Georgia Institute of Technology,,,,,,,,,0
Amanda Hoejberg,Georgia Institute of Technology,,,,,,,,,0
Brooke Switzer,Georgia Institute of Technology,5,3,,,,,,,5
Carmen Woodruff,Georgia Institute of Technology,,,,,,,,,0
Erika Bonnema,North Carolina State University,,,44,3,59,3,60,3,163
Kayla Brumbaum,North Carolina State University,32,3,46,3,66,3,67,3,211
Addisynn Bursch,North Carolina State University,24,3,58,3,,,,,82
Kristin Connors,North Carolina State University,,,27,3,,,17,3,44
Hannah Freyman,North Carolina State University,,,,,39,3,7,3,46
Nicole Giamber,North Carolina State University,,,,,,,,,0
Zina Grogg,North Carolina State University,,,,,64,4,,,64
Mariah Hamil,North Carolina State University,,,,,,,,,0
Nicole Haynes,North Carolina State University,,,,,15,3,16,3,31
Lydia Jones,North Carolina State University,29,3,4,3,34,3,12,3,79
Madaline Keeley,North Carolina State University,,,,,,,,,0
Ashlyn Koletic,North Carolina State University,,,46,4,33,3,68,4,147
Natalie Labonge,North Carolina State University,65,3,38,3,80,3,60,3,243
Anne Leuthold,North Carolina State University,,,,,,,16,3,16
Katelyn Linker,North Carolina State University,,,,,,,20,3,20
Kelsey Liu,North Carolina State University,,,,,19,3,,,19
Gabrielle McDermott,North Carolina State University,,,0,3,3,3,,,3
Kaitlin Mills,North Carolina State University,,,,,26,3,,,26
Rachel Muller,North Carolina State University,49,3,68,3,79,3,66,3,262
Lotta Nevalainen,North Carolina State University,44,3,28,3,25,3,59,3,156
Kendall Pena,North Carolina State University,,,,,2,3,,,2
Lauren Poli,North Carolina State University,,,,,48,3,35,3,83
Payton Schrum,North Carolina State University,,,,,,,,,0
Hayley Tomlinson,North Carolina State University,,,21,3,,,,,21
Madison Witzke,North Carolina State University,,,0,3,,,,,0
Bailey Woodling,North Carolina State University,,,,,,,,,0
Alexia Zevnik,North Carolina State University,64,3,81,5,84,4,96,4,325
Krista Duffield,North Carolina State University,35,3,52,3,60,3,50,3,197
Caroline Estep,North Carolina State University,,,,,,,,,0
Gobi McDermmott,North Carolina State University,,,,,,,,,0
Rachael Mumma,North Carolina State University,,,,,55,3,72,3,127
Yurie Nakano,North Carolina State University,,,,,9,3,37,3,46
Lauren Rhodes,North Carolina State University,0,3,,,,,,,0
Emerson Barnhill,North Carolina State University,,,,,,,,,0
Courtney Caldwell,North Carolina State University,48,3,80,3,,,,,128
Morgan Carr,North Carolina State University,10,3,,,,,,,10
Michelle Craddock,North Carolina State University,,,,,,,62,3,62
Allison Fogleman,North Carolina State University,,,,,,,,,0
Anna Jahns,North Carolina State University,,,35,3,52,3,61,3,148
Christine Kerr,North Carolina State University,,,6,3,,,,,6
Rozhina McClanahan,North Carolina State University,,,,,,,,,0
Hannah Moore,North Carolina State University,,,82,3,80,3,87,3,249
Lindsay Morrow,North Carolina State University,4,3,30,3,54,3,38,3,126
Carlie Perkin,North Carolina State University,,,,,,,,,0
Catherine Revels,North Carolina State University,,,,,,,,,0
Elizabeth Underkoffler,North Carolina State University,,,,,,,,,0
Vasiliki Baka,North Carolina State University,0,3,8,3,,,,,8
Rachel Burston,North Carolina State University,7,3,,,,,,,7
Mackenzie Glover,North Carolina State University,37,3,22,3,,,60,3,119
Elise Haan,North Carolina State University,,,51,4,69,4,56,4,176
Jessica Horomanski,North Carolina State University,17,3,57,3,49,3,46,3,169
Madeline Kline,North Carolina State University,41,3,60,3,54,3,55,3,210
Olga Lapteva,North Carolina State University,,,,,,,,,0
Ky-lee Perry,North Carolina State University,66,3,,,55,3,61,3,182
Olivia Calegan,North Carolina State University,16,3,60,3,58,3,,,134
Jacqueline Clabeaux,North Carolina State University,,,,,,,,,0
Olivia Fisher,North Carolina State University,22,3,26,3,,,,,48
Tamila Holub,North Carolina State University,,,,,,,,,0
Danika Huizinga,North Carolina State University,27,3,17,3,40,3,,,84
Alexandra Lupton,North Carolina State University,,,,,12,3,,,12
Katherine Moore,North Carolina State University,56,3,84,3,87,4,,,227
Madeline Morello,North Carolina State University,,,,,,,,,0
Julia Poole,North Carolina State University,75,3,82,4,74,3,,,231
Anna Shumate,North Carolina State University,20,3,,,20,3,,,40
Kylee Alons,North Carolina State University,78,3,87,3,,,,,165
Taylor Bennett,North Carolina State University,,,,,,,,,0
Felicity Buchmaier,North Carolina State University,,,,,,,,,0
Hailey Fisher,North Carolina State University,,,,,,,,,0
Sophie Hansson,North Carolina State University,90,3,84,3,,,,,174
Shannon Kearney,North Carolina State University,,,,,,,,,0
Emma Muzzy,North Carolina State University,82,3,81,3,,,,,163
Sirena Rowe,North Carolina State University,,,,,31,3,,,31
Brooke Rubendall,North Carolina State University,,,,,,,,,0
Makayla Sargent,North Carolina State University,,,,,69,3,79,3,148
Michell Schlossmacher-Smith,North Carolina State University,,,,,,,,,0
Katharine Berkoff,North Carolina State University,60,4,,,,,,,60
Katelyn Cook,North Carolina State University,,,,,,,,,0
Madelyn Flickinger,North Carolina State University,,,,,,,,,0
Katharine Foley,North Carolina State University,47,3,,,,,,,47
Elle Giesler,North Carolina State University,,,,,,,,,0
Faith Hefner,North Carolina State University,,,,,,,,,0
Abigail Kriegler,North Carolina State University,,,,,,,,,0
Heather MacCausland,North Carolina State University,48,3,,,,,,,48
Katelyn Mack,North Carolina State University,33,3,,,,,,,33
Madelaine Smith,North Carolina State University,,,,,,,,,0
Helene Synnott,North Carolina State University,13,3,,,,,,,13
Parker Timken,North Carolina State University,,,,,,,,,0
Angela Algee,University of Miami (Florida),6,3,27,3,40,3,30,3,103
Heather Arseth,University of Miami (Florida),,,,,0,4,0,3,0
Cheyenne Cousineau,University of Miami (Florida),,,73,3,75,3,,,148
Cameron Davis,University of Miami (Florida),11,3,21,3,7,3,9,3,48
My Fridell,University of Miami (Florida),,,24,3,2,3,9,3,35
Alejandra Gonzalez,University of Miami (Florida),,,0,3,0,3,0,3,0
Lindsay Lester,University of Miami (Florida),,,,,27,2,,,27
Kara McCormack,University of Miami (Florida),,,80,3,,,35,2,115
Meghan Murphy,University of Miami (Florida),,,,,0,3,0,3,0
Katherine Nicholson,University of Miami (Florida),,,,,0,3,,,0
Madison Qualy,University of Miami (Florida),,,0,4,0,3,,,0
Anna Schippert,University of Miami (Florida),3,3,12,3,19,3,0,3,34
Tiffany Sudarma,University of Miami (Florida),0,3,,,,,,,0
Thea Vock,University of Miami (Florida),,,,,44,2,56,2,100
Amy Wiley,University of Miami (Florida),0,3,8,3,,,,,8
Katherine Daniels,University of Miami (Florida),,,,,,,,,0
Cynthia Hoppler,University of Miami (Florida),,,,,,,,,0
