Name,Team,Swimmer_ID,hometown,Starting season,Power_Index,FR,Events-FR,Freshman_PPE,SO,Events-SO,Sophomore_ppe,JR,Events-JR,Junior_ppe,SR,Events-SR,Senior_ppe,Total_Points,Total_Events,Total_ppe
Kanoa Kaleoaloha,Florida State University,280718,HI,19,13.12,14,3,4.666666666666667,24,3,8.0,34,3,11.333333333333334,73,3,24.333333333333332,145,12,12.083333333333334
Matthew Kraemer,Florida State University,222806,TX,19,21.48,,,0,,,0,,,0,,,0,0,0,0
Emir Muratovic,Florida State University,346515,FL,19,5.17,16,3,5.333333333333333,9,3,3.0,35,3,11.666666666666666,49,4,12.25,109,13,8.384615384615385
Ayooluwakunmi Ogunfeibo,Florida State University,423158,GBR,19,-1,,,0,,,0,,,0,,,0,0,0,0
William Pisani,Florida State University,237892,FL,19,15.39,,,0,31,3,10.333333333333334,61,3,20.333333333333332,69,3,23.0,161,9,17.88888888888889
Jake Ryan,Florida State University,323180,MD,19,25.66,,,0,,,0,,,0,,,0,0,0,0
Stefan Stojmenovic,Florida State University,243941,SWE,17,14.01,,,0,,,0,21,3,7.0,18,4,4.5,39,7,5.571428571428571
Rafael Van Leeuwarde,Florida State University,257927,USA,18,9.13,,,0,0,3,0.0,2,3,0.6666666666666666,,,0,2,6,0.3333333333333333
John Vann,Florida State University,270177,MI,19,20.46,,,0,,,0,,,0,0,3,0.0,0,3,0.0
Griffin Alaniz,Florida State University,263235,MD,20,8.19,,,0,7,4,1.75,56,3,18.666666666666668,48,4,12.0,111,11,10.090909090909092
Matthew Ankerholz,Florida State University,254447,FL,17,19.45,,,0,,,0,,,0,8,3,2.6666666666666665,8,3,2.6666666666666665
Daniel Bis,Florida State University,361624,POL,18,100.00,,,0,,,0,,,0,,,0,0,0,0
Giorgio DelGrosso,Florida State University,269627,MI,20,11.39,,,0,,,0,,,0,,,0,0,0,0
Aidan Faminoff,Florida State University,518411,BC,20,100.00,41,3,13.666666666666666,56,3,18.666666666666668,9,2,4.5,29,3,9.666666666666666,135,11,12.272727272727273
Tristan Fineman,Florida State University,518410,USA,20,-1,,,0,,,0,,,0,,,0,0,0,0
Nicholas Finley,Florida State University,276044,FL,20,16.08,,,0,,,0,,,0,,,0,0,0,0
Maverick Layne,Florida State University,306033,FL,20,8.80,,,0,,,0,,,0,,,0,0,0,0
Rudo Loock,Florida State University,477837,RSA,20,100.00,0,3,0.0,7,3,2.3333333333333335,0,3,0.0,19,3,6.333333333333333,26,12,2.1666666666666665
Derek Peeples,Florida State University,254035,FL,20,14.10,,,0,,,0,,,0,,,0,0,0,0
Max Polianski,Florida State University,356292,NZL,20,1.68,11,3,3.6666666666666665,51,3,17.0,38,3,12.666666666666666,37,3,12.333333333333334,137,12,11.416666666666666
Felipe Ribeiro de Souza,Florida State University,570099,BRA,20,-1,17,3,5.666666666666667,32,3,10.666666666666666,,,0,,,0,49,6,8.166666666666666
Nate Samson,Florida State University,148257,ME,20,4.55,,,0,13,4,3.25,,,0,,,0,13,4,3.25
Vladimir STEFANIK,Florida State University,450571,SVK,20,7.51,6,3,2.0,2,3,0.6666666666666666,7,4,1.75,26,3,8.666666666666666,41,13,3.1538461538461537
Connor Thorne,Florida State University,190925,SC,20,21.19,,,0,,,0,,,0,,,0,0,0,0
Patrick Butkovich,Florida State University,339658,OH,21,6.18,,,0,0,3,0.0,,,0,,,0,0,3,0.0
Brandon Chason,Florida State University,271951,FL,20,14.47,,,0,,,0,,,0,,,0,0,0,0
Alexander Cronin,Florida State University,254364,FL,20,8.68,,,0,,,0,0,3,0.0,,,0,0,3,0.0
Joshua Davidson,Florida State University,958967,TX,21,100.00,67,3,22.333333333333332,72,3,24.0,57,3,19.0,,,0,196,9,21.77777777777778
Julio Horrego,Florida State University,272020,FL,21,9.48,,,0,,,0,,,0,,,0,0,0,0
Gavin Jones,Florida State University,308842,FL,21,7.74,,,0,,,0,,,0,,,0,0,0,0
Oszkar LAVOTHA,Florida State University,450677,HUN,21,100.00,,,0,,,0,,,0,,,0,0,0,0
John Mataxas,Florida State University,261307,GA,20,5.87,,,0,4,3,1.3333333333333333,,,0,,,0,4,3,1.3333333333333333
Chad McGuire,Florida State University,302125,FL,21,12.26,,,0,,,0,,,0,,,0,0,0,0
Adrian Moya,Florida State University,302167,FL,21,10.24,,,0,,,0,,,0,,,0,0,0,0
Paxton Rhoads,Florida State University,306018,FL,21,10.80,,,0,,,0,,,0,,,0,0,0,0
Clay Riemenschneider,Florida State University,308620,FL,21,11.62,,,0,,,0,,,0,,,0,0,0,0
Ryan Telford,Florida State University,650787,ON,21,6.54,25,3,8.333333333333334,13,3,4.333333333333333,,,0,,,0,38,6,6.333333333333333
Cameron Thatcher,Florida State University,265658,OH,20,100.00,,,0,53,3,17.666666666666668,62,3,20.666666666666668,41,3,13.666666666666666,156,9,17.333333333333332
Izaak Bastian,Florida State University,365015,FL,22,2.15,33,3,11.0,40,3,13.333333333333334,,,0,,,0,73,6,12.166666666666666
Riley Dafoe,Florida State University,413770,FL,22,9.10,,,0,,,0,,,0,,,0,0,0,0
Robert Delk,Florida State University,270400,GA,20,4.76,,,0,,,0,,,0,,,0,0,0,0
Cooper Deryk,Florida State University,893347,CA,22,6.55,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Kyle DiMatteo,Florida State University,365153,FL,22,6.74,,,0,,,0,,,0,,,0,0,0,0
Charles Gijsendorfer,Florida State University,489737,FL,22,22.94,,,0,,,0,,,0,,,0,0,0,0
Dillon Hall,Florida State University,376398,GA,22,15.58,,,0,,,0,,,0,,,0,0,0,0
Garrison Johnson,Florida State University,356989,VA,22,5.47,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Jakub Ksiazek,Florida State University,569087,POL,22,1.35,52,3,17.333333333333332,29,3,9.666666666666666,,,0,,,0,81,6,13.5
Andres Lares,Florida State University,344086,FL,22,12.86,,,0,,,0,,,0,,,0,0,0,0
Jackson Lucas,Florida State University,323418,VA,21,10.87,,,0,,,0,13,3,4.333333333333333,,,0,13,3,4.333333333333333
Max McCusker,Florida State University,618771,ENG,22,8.51,5,4,1.25,33,3,11.0,,,0,,,0,38,7,5.428571428571429
Jorge Roche,Florida State University,884742,FL,22,-1,,,0,,,0,,,0,,,0,0,0,0
Jackson Seith,Florida State University,300730,SC,21,19.18,,,0,4,3,1.3333333333333333,,,0,,,0,4,3,1.3333333333333333
Nate Stadler,Florida State University,401399,OH,22,15.90,,,0,,,0,,,0,,,0,0,0,0
Matthew Strickland,Florida State University,958145,FL,22,-1,,,0,,,0,,,0,,,0,0,0,0
Levente Varro,Florida State University,1026262,HUN,22,-1,,,0,,,0,,,0,,,0,0,0,0
John Yambor-Maul,Florida State University,365196,FL,22,9.64,,,0,,,0,,,0,,,0,0,0,0
Adrian Aguilar,Florida State University,376063,FL,23,12.23,,,0,,,0,,,0,,,0,0,0,0
Balazs Berecz,Florida State University,508487,HUN,23,6.28,2,3,0.6666666666666666,,,0,,,0,,,0,2,3,0.6666666666666666
Ian Cooper,Florida State University,532793,FL,23,16.13,14,3,4.666666666666667,,,0,,,0,,,0,14,3,4.666666666666667
Domen Demšar,Florida State University,641189,SLO,23,6.38,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Mohamed GHAFFARI,Florida State University,672165,TUN,23,5.17,9,3,3.0,,,0,,,0,,,0,9,3,3.0
Maurice Ingenrieth,Florida State University,510818,GER,23,6.15,13,3,4.333333333333333,,,0,,,0,,,0,13,3,4.333333333333333
Blake Moran,Florida State University,434970,FL,23,18.28,,,0,,,0,,,0,,,0,0,0,0
Scott Pekarske,Florida State University,447106,AZ,23,7.72,17,3,5.666666666666667,,,0,,,0,,,0,17,3,5.666666666666667
Francesco PERON,Florida State University,672210,ITA,23,8.98,,,0,,,0,,,0,,,0,0,0,0
Quintin Scholz,Florida State University,438603,FL,23,14.83,,,0,,,0,,,0,,,0,0,0,0
Ryland Sun,Florida State University,416108,FL,23,14.39,,,0,,,0,,,0,,,0,0,0,0
Cameron Taddonio,Florida State University,489620,FL,23,18.11,,,0,,,0,,,0,,,0,0,0,0
Nicholas Vance,Florida State University,443636,IL,23,5.02,8,3,2.6666666666666665,,,0,,,0,,,0,8,3,2.6666666666666665
Peter VARJASI,Florida State University,672373,GER,23,4.45,75,3,25.0,,,0,,,0,,,0,75,3,25.0
Nevada Wood,Florida State University,371242,FL,22,16.22,,,0,18,3,6.0,,,0,,,0,18,3,6.0
Jarrod Blanton,Georgia Institute of Technology,148987,GA,14,18.92,,,0,,,0,,,0,,,0,0,0,0
Robert Borowicz,Georgia Institute of Technology,292671,SC,17,3.85,6,3,2.0,,,0,2,3,0.6666666666666666,3,3,1.0,11,9,1.2222222222222223
Elliott Brockelbank,Georgia Institute of Technology,153527,GA,15,12.38,,,0,,,0,34,3,11.333333333333334,9,3,3.0,43,6,7.166666666666667
Andrew Chetcuti,Georgia Institute of Technology,199016,UAE,15,100.00,,,0,,,0,0,3,0.0,0,3,0.0,0,6,0.0
Nicholas Colletti,Georgia Institute of Technology,157083,AL,15,19.69,,,0,,,0,,,0,,,0,0,0,0
Nico Duijn,Georgia Institute of Technology,199604,SUI,15,100.00,,,0,,,0,41,3,13.666666666666666,39,3,13.0,80,6,13.333333333333334
Omar Eteiba,Georgia Institute of Technology,301212,EGY,17,-1,11,3,3.6666666666666665,23,3,7.666666666666667,22,2,11.0,13,2,6.5,69,10,6.9
Tyler Graff,Georgia Institute of Technology,166060,GA,17,8.85,,,0,,,0,,,0,,,0,0,0,0
Chase Gutknecht,Georgia Institute of Technology,184094,FL,17,14.42,,,0,,,0,,,0,,,0,0,0,0
Bradley Homza,Georgia Institute of Technology,294345,TX,17,100.00,44,3,14.666666666666666,49,3,16.333333333333332,82,3,27.333333333333332,,,0,175,9,19.444444444444443
Jacob Johnson,Georgia Institute of Technology,157086,NY,15,6.44,,,0,,,0,4,3,1.3333333333333333,,,0,4,3,1.3333333333333333
Spencer Johnston,Georgia Institute of Technology,235301,GA,17,5.86,,,0,,,0,,,0,,,0,0,0,0
Dylan Kase,Georgia Institute of Technology,155632,GA,15,10.40,,,0,,,0,,,0,,,0,0,0,0
Michael Kenny,Georgia Institute of Technology,166305,GA,16,9.39,,,0,6,3,2.0,8,3,2.6666666666666665,13,3,4.333333333333333,27,9,3.0
Andrew Kosic,Georgia Institute of Technology,114390,PA,15,1.14,,,0,,,0,62,4,15.5,81,4,20.25,143,8,17.875
Anton Lagerqvist,Georgia Institute of Technology,85642,SWE,15,1.32,,,0,,,0,10,3,3.3333333333333335,,,0,10,3,3.3333333333333335
Nicholas Lamontagne,Georgia Institute of Technology,270403,GA,17,16.94,,,0,,,0,,,0,,,0,0,0,0
Richard Lehner,Georgia Institute of Technology,76331,GA,16,6.92,,,0,16,3,5.333333333333333,22,3,7.333333333333333,23,3,7.666666666666667,61,9,6.777777777777778
Andreas Nilsson,Georgia Institute of Technology,70416,NC,15,26.92,,,0,,,0,0,3,0.0,,,0,0,3,0.0
Declan Poorman,Georgia Institute of Technology,201755,GA,14,2.77,,,0,,,0,,,0,14,3,4.666666666666667,14,3,4.666666666666667
Yuval Safra,Georgia Institute of Technology,259061,USA,17,-1,18,3,6.0,55,3,18.333333333333332,47,3,15.666666666666666,,,0,120,9,13.333333333333334
Ryan Salmon,Georgia Institute of Technology,157089,GA,15,17.42,,,0,,,0,0,3,0.0,,,0,0,3,0.0
Mark Sarman,Georgia Institute of Technology,84644,VA,15,6.33,,,0,,,0,11,2,5.5,28,3,9.333333333333334,39,5,7.8
Kevin Smith,Georgia Institute of Technology,147977,FL,17,22.93,,,0,,,0,,,0,,,0,0,0,0
Benjamin Southern,Georgia Institute of Technology,183865,VA,17,5.81,17,3,5.666666666666667,15,3,5.0,23,3,7.666666666666667,47,3,15.666666666666666,102,12,8.5
Shu-tao Wei,Georgia Institute of Technology,149546,OK,15,18.42,,,0,,,0,,,0,,,0,0,0,0
Mats Westergren,Georgia Institute of Technology,201008,SWE,16,2.10,,,0,14,3,4.666666666666667,0,3,0.0,0,3,0.0,14,9,1.5555555555555556
Taylor Wilson,Georgia Institute of Technology,172053,GA,16,11.43,,,0,0,4,0.0,0,4,0.0,,,0,0,8,0.0
Manuel Barragan,Georgia Institute of Technology,243722,FL,18,3.89,,,0,,,0,,,0,,,0,0,0,0
Dan Cohen Solal,Georgia Institute of Technology,258296,GA,18,10.59,,,0,0,3,0.0,0,3,0.0,,,0,0,6,0.0
Youssef Hammoud,Georgia Institute of Technology,200559,GA,16,23.00,,,0,,,0,32,3,10.666666666666666,64,3,21.333333333333332,96,6,16.0
Noah Harasz,Georgia Institute of Technology,270363,FL,18,3.28,20,3,6.666666666666667,17,3,5.666666666666667,0,3,0.0,0,3,0.0,37,12,3.0833333333333335
Mark Keaveney,Georgia Institute of Technology,288636,GA,18,4.84,3,4,0.75,13,3,4.333333333333333,,,0,,,0,16,7,2.2857142857142856
Alexander Kimpel,Georgia Institute of Technology,270052,FL,18,1.73,,,0,37,3,12.333333333333334,33,3,11.0,4,3,1.3333333333333333,74,9,8.222222222222221
Stefan Kranenburg,Georgia Institute of Technology,291231,CA,18,4.93,,,0,,,0,0,3,0.0,,,0,0,3,0.0
Moises Loschi,Georgia Institute of Technology,377801,ITA,18,-1,16,4,4.0,55,3,18.333333333333332,51,3,17.0,48,3,16.0,170,13,13.076923076923077
William Oberg,Georgia Institute of Technology,233749,SC,18,2.19,8,5,1.6,24,3,8.0,11,3,3.6666666666666665,6,3,2.0,49,14,3.5
Brian Woodbury,Georgia Institute of Technology,191199,WA,18,3.31,9,4,2.25,7,4,1.75,0,3,0.0,,,0,16,11,1.4545454545454546
Matthew Casillas,Georgia Institute of Technology,433595,CA,19,100.00,39,3,13.0,47,3,15.666666666666666,48,3,16.0,52,3,17.333333333333332,186,12,15.5
Rodrigo Correia,Georgia Institute of Technology,431286,BRA,19,100.00,48,4,12.0,47,5,9.4,28,5,5.6,43,5,8.6,166,19,8.736842105263158
Alexander Goerzen,Georgia Institute of Technology,196604,FL,17,9.41,,,0,,,0,,,0,24,3,8.0,24,3,8.0
Nolan Mallet,Georgia Institute of Technology,210429,FL,19,100.00,6,3,2.0,7,3,2.3333333333333335,0,1,0.0,14,3,4.666666666666667,27,10,2.7
Joseph Portillo,Georgia Institute of Technology,237102,GA,19,23.28,,,0,4,3,1.3333333333333333,0,3,0.0,4,3,1.3333333333333333,8,9,0.8888888888888888
Colton Williamson,Georgia Institute of Technology,221684,GA,19,17.23,32,3,10.666666666666666,33,3,11.0,43,3,14.333333333333334,24,3,8.0,132,12,11.0
Edwin Zhao,Georgia Institute of Technology,302738,BC,19,19.05,,,0,,,0,,,0,,,0,0,0,0
Brennan Day,Georgia Institute of Technology,261280,GA,20,8.77,4,3,1.3333333333333333,5,3,1.6666666666666667,0,3,0.0,1,3,0.3333333333333333,10,12,0.8333333333333334
Clayton Hering,Georgia Institute of Technology,289149,NC,20,6.38,0,2,0.0,9,3,3.0,3,3,1.0,9,3,3.0,21,11,1.9090909090909092
Joonas Koski,Georgia Institute of Technology,289144,GA,20,13.05,,,0,11,3,3.6666666666666665,11,3,3.6666666666666665,18,3,6.0,40,9,4.444444444444445
Aidan Pastel,Georgia Institute of Technology,300405,VA,20,5.94,,,0,,,0,,,0,,,0,0,0,0
Tim Slanschek,Georgia Institute of Technology,415779,SUI,20,6.45,24,3,8.0,16,3,5.333333333333333,14,3,4.666666666666667,16,4,4.0,70,13,5.384615384615385
Quientin Talley,Georgia Institute of Technology,514400,CA,20,-1,,,0,,,0,,,0,,,0,0,0,0
Austin Whalen,Georgia Institute of Technology,313722,TX,20,9.91,,,0,,,0,,,0,,,0,0,0,0
Oskar Zimowski,Georgia Institute of Technology,401439,POL,20,12.59,,,0,,,0,,,0,,,0,0,0,0
Aidan Brook,Georgia Institute of Technology,321938,GA,21,28.11,,,0,,,0,,,0,,,0,0,0,0
Henry Carman,Georgia Institute of Technology,695503,WI,21,100.00,,,0,,,0,,,0,,,0,0,0,0
Austin Daniel,Georgia Institute of Technology,321852,GA,21,12.60,,,0,0,3,0.0,0,2,0.0,,,0,0,5,0.0
Christian Ferraro,Georgia Institute of Technology,620198,ITA,21,7.94,38,3,12.666666666666666,17,2,8.5,41,3,13.666666666666666,,,0,96,8,12.0
Jacob Kreider,Georgia Institute of Technology,325138,VA,21,100.00,8,3,2.6666666666666665,15,3,5.0,0,1,0.0,,,0,23,7,3.2857142857142856
Corben Miles,Georgia Institute of Technology,236125,MA,21,5.99,0,3,0.0,6,3,2.0,7,1,7.0,,,0,13,7,1.8571428571428572
Jeffrey Murray,Georgia Institute of Technology,348812,NC,21,8.92,,,0,,,0,,,0,,,0,0,0,0
Caio PUMPUTIS,Georgia Institute of Technology,450785,BRA,21,1.61,57,3,19.0,92,4,23.0,71,4,17.75,,,0,220,11,20.0
Franco Reyes,Georgia Institute of Technology,270154,IL,21,3.37,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Jonathan Vater,Georgia Institute of Technology,348663,GA,21,7.52,,,0,,,0,,,0,,,0,0,0,0
Davis Waln,Georgia Institute of Technology,463800,GA,21,100.00,,,0,,,0,,,0,,,0,0,0,0
Leon Warnakulasuriya,Georgia Institute of Technology,314973,TX,21,14.24,,,0,,,0,,,0,,,0,0,0,0
Jonathan Yang,Georgia Institute of Technology,300442,GA,21,5.71,1,2,0.5,,,0,3,3,1.0,,,0,4,5,0.8
Qian Zhi,Georgia Institute of Technology,419501,HI,21,3.35,0,3,0.0,,,0,0,3,0.0,,,0,0,6,0.0
Kyle Barone,Georgia Institute of Technology,423438,NC,22,6.23,23,4,5.75,42,5,8.4,,,0,,,0,65,9,7.222222222222222
Tyler Branscombe,Georgia Institute of Technology,405632,CT,22,14.32,,,0,,,0,,,0,,,0,0,0,0
Tanner Doan,Georgia Institute of Technology,399091,GA,22,13.28,0,4,0.0,0,3,0.0,,,0,,,0,0,7,0.0
Daniel Jacobs,Georgia Institute of Technology,423489,FL,22,9.55,0,3,0.0,1,3,0.3333333333333333,,,0,,,0,1,6,0.16666666666666666
Darren LIM,Georgia Institute of Technology,450857,SIN,22,6.76,4,3,1.3333333333333333,3,3,1.0,,,0,,,0,7,6,1.1666666666666667
Gabriel Munoz,Georgia Institute of Technology,427893,CA,22,6.68,,,0,,,0,,,0,,,0,0,0,0
Cale Russell,Georgia Institute of Technology,399447,FL,22,6.98,5,3,1.6666666666666667,14,3,4.666666666666667,,,0,,,0,19,6,3.1666666666666665
Clark Wakeland,Georgia Institute of Technology,635299,TX,22,7.43,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Austin Carroll,Georgia Institute of Technology,488618,NC,23,20.37,,,0,,,0,,,0,,,0,0,0,0
Josh Cohen,Georgia Institute of Technology,356724,NJ,23,5.81,0,4,0.0,,,0,,,0,,,0,0,4,0.0
Jackson Harvin,Georgia Institute of Technology,463471,GA,23,12.27,,,0,,,0,,,0,,,0,0,0,0
Daniel Kertesz,Georgia Institute of Technology,571031,SWE,23,5.94,14,3,4.666666666666667,,,0,,,0,,,0,14,3,4.666666666666667
Ruben Lechuga,Georgia Institute of Technology,1194579,MEX,23,100.00,46,3,15.333333333333334,,,0,,,0,,,0,46,3,15.333333333333334
Dylan Scott,Georgia Institute of Technology,465157,GA,23,9.43,14,3,4.666666666666667,,,0,,,0,,,0,14,3,4.666666666666667
Samuel Wichter,Georgia Institute of Technology,1194580,GA,23,100.00,,,0,,,0,,,0,,,0,0,0,0
Simonas Bilis,North Carolina State University,203146,LTU,16,1.70,,,0,86,3,28.666666666666668,96,3,32.0,88,3,29.333333333333332,270,9,30.0
Ian Bishop,North Carolina State University,100825,TX,15,3.84,,,0,,,0,61,3,20.333333333333332,,,0,61,3,20.333333333333332
Jonathan Boffa,North Carolina State University,147555,MLT,15,30.94,,,0,,,0,78,3,26.0,,,0,78,3,26.0
Michael Camper,North Carolina State University,200004,VA,15,9.36,,,0,,,0,58,3,19.333333333333332,,,0,58,3,19.333333333333332
Geoffrey Carter,North Carolina State University,98305,GA,17,4.79,,,0,,,0,,,0,,,0,0,0,0
Stephen Coetzer,North Carolina State University,69983,NC,15,9.92,,,0,,,0,78,3,26.0,73,3,24.333333333333332,151,6,25.166666666666668
Soeren Dahl,North Carolina State University,302834,DEN,17,1.28,46,3,15.333333333333334,75,4,18.75,83,3,27.666666666666668,85,3,28.333333333333332,289,13,22.23076923076923
Jason Deana,North Carolina State University,117960,PA,16,2.92,,,0,22,3,7.333333333333333,27,3,9.0,30,3,10.0,79,9,8.777777777777779
Alexander Hamilton,North Carolina State University,200975,CAN,17,8.41,,,0,10,3,3.3333333333333335,25,3,8.333333333333334,,,0,35,6,5.833333333333333
Chad Harrington,North Carolina State University,208042,FL,15,32.45,,,0,,,0,,,0,,,0,0,0,0
Derek Hren,North Carolina State University,111014,OH,17,2.90,7,3,2.3333333333333335,43,3,14.333333333333334,48,3,16.0,47,3,15.666666666666666,145,12,12.083333333333334
Michael Hurdle,North Carolina State University,79666,VA,15,13.91,,,0,,,0,,,0,,,0,0,0,0
Scott Johnson,North Carolina State University,201435,NC,17,3.40,27,3,9.0,8,3,2.6666666666666665,29,3,9.666666666666666,53,3,17.666666666666668,117,12,9.75
Adam Linker,North Carolina State University,218910,NC,17,6.31,32,3,10.666666666666666,54,3,18.0,67,3,22.333333333333332,77,3,25.666666666666668,230,12,19.166666666666668
Maximus Litvinov,North Carolina State University,303641,OH,15,37.95,,,0,,,0,,,0,,,0,0,0,0
Jacob Matysek,North Carolina State University,98077,NC,15,11.91,,,0,,,0,,,0,,,0,0,0,0
Christian McCurdy,North Carolina State University,117979,PA,16,3.24,,,0,87,3,29.0,82,3,27.333333333333332,79,3,26.333333333333332,248,9,27.555555555555557
Roger Miesfeld,North Carolina State University,57841,NC,15,2.32,,,0,,,0,33,3,11.0,,,0,33,3,11.0
John Newell,North Carolina State University,205549,NC,15,3.39,,,0,,,0,26,3,8.666666666666666,53,3,17.666666666666668,79,6,13.166666666666666
Matthew O'Donnell,North Carolina State University,103402,FL,17,-1,,,0,36,3,12.0,,,0,32,3,10.666666666666666,68,6,11.333333333333334
Grant Saale,North Carolina State University,293130,OH,14,100.00,,,0,,,0,,,0,23,3,7.666666666666667,23,3,7.666666666666667
Andreas Schiellerup,North Carolina State University,200020,DEN,17,1.29,69,4,17.25,71,4,17.75,74,3,24.666666666666668,65,3,21.666666666666668,279,14,19.928571428571427
Stuart Sharp,North Carolina State University,170278,TX,14,2.60,,,0,,,0,,,0,,,0,0,0,0
Austin Snyder,North Carolina State University,177759,NC,16,-1,,,0,53,3,17.666666666666668,43,3,14.333333333333334,71,3,23.666666666666668,167,9,18.555555555555557
Matthew Thomas,North Carolina State University,100857,MD,15,9.92,,,0,,,0,44,3,14.666666666666666,,,0,44,3,14.666666666666666
Andrew Tollefson,North Carolina State University,151822,MD,15,11.40,,,0,,,0,,,0,,,0,0,0,0
Brian Via,North Carolina State University,152832,VA,15,11.91,,,0,,,0,,,0,,,0,0,0,0
Ryan Wilkinson,North Carolina State University,156143,NC,16,-1,,,0,,,0,,,0,,,0,0,0,0
David Williams,North Carolina State University,181434,NC,15,-1,,,0,,,0,82,3,27.333333333333332,82,3,27.333333333333332,164,6,27.333333333333332
Colin Ellington,North Carolina State University,190499,NC,15,1.12,,,0,,,0,,,0,,,0,0,0,0
Noah Franz,North Carolina State University,197382,NC,18,10.58,,,0,,,0,,,0,,,0,0,0,0
Ryan Held,North Carolina State University,292758,IL,18,1.17,79,3,26.333333333333332,91,3,30.333333333333332,96,3,32.0,96,3,32.0,362,12,30.166666666666668
Anton Ipsen,North Carolina State University,235304,DEN,18,1.00,90,3,30.0,84,3,28.0,85,3,28.333333333333332,96,3,32.0,355,12,29.583333333333332
Charles Mitchell,North Carolina State University,285655,CA,18,31.95,,,0,,,0,9,3,3.0,,,0,9,3,3.0
Harrison Mitchell,North Carolina State University,378229,USA,15,-1,,,0,,,0,,,0,,,0,0,0,0
Jacob Siar,North Carolina State University,106605,VA,16,7.98,,,0,,,0,,,0,27,3,9.0,27,3,9.0
Hennessey Stuart,North Carolina State University,151384,CO,18,1.17,72,3,24.0,77,4,19.25,68,3,22.666666666666668,63,3,21.0,280,13,21.53846153846154
Jabari Baptiste,North Carolina State University,357813,FL,19,2.11,,,0,,,0,,,0,,,0,0,0,0
Joseph Bonk,North Carolina State University,106624,NC,17,1.74,40,3,13.333333333333334,,,0,65,3,21.666666666666668,44,3,14.666666666666666,149,9,16.555555555555557
James Bretscher,North Carolina State University,224197,TN,19,10.96,41,3,13.666666666666666,17,3,5.666666666666667,67,3,22.333333333333332,58,3,19.333333333333332,183,12,15.25
Jon Burkett,North Carolina State University,228670,NJ,19,3.77,,,0,,,0,,,0,,,0,0,0,0
Parker Campbell,North Carolina State University,237051,NC,19,4.35,,,0,,,0,,,0,,,0,0,0,0
Daniel Graber,North Carolina State University,230302,CO,19,17.22,,,0,,,0,37,3,12.333333333333334,48,2,24.0,85,5,17.0
Justin Moore,North Carolina State University,237055,GA,19,24.83,,,0,,,0,,,0,,,0,0,0,0
John Poff,North Carolina State University,271681,NC,19,5.72,,,0,,,0,,,0,,,0,0,0,0
Justin Ress,North Carolina State University,270202,NC,19,7.96,75,3,25.0,80,4,20.0,88,3,29.333333333333332,76,3,25.333333333333332,319,13,24.53846153846154
Mason Revis,North Carolina State University,201461,CT,19,17.96,,,0,,,0,,,0,,,0,0,0,0
Patrik Schwarzenbach,North Carolina State University,356416,SUI,19,13.70,35,3,11.666666666666666,,,0,,,0,,,0,35,3,11.666666666666666
Stewart Spanbauer,North Carolina State University,424608,OH,19,100.00,,,0,,,0,,,0,,,0,0,0,0
Quinlan Stuart,North Carolina State University,240734,CO,19,5.40,,,0,,,0,,,0,,,0,0,0,0
James Brady,North Carolina State University,570108,NC,20,100.00,25,3,8.333333333333334,52,3,17.333333333333332,58,3,19.333333333333332,82,3,27.333333333333332,217,12,18.083333333333332
Daniel Erlenmeyer,North Carolina State University,271527,FL,20,1.55,28,3,9.333333333333334,49,3,16.333333333333332,35,2,17.5,47,3,15.666666666666666,159,11,14.454545454545455
Lucca Martins,North Carolina State University,261157,CA,20,2.87,,,0,,,0,,,0,,,0,0,0,0
Mark McGlaughlin,North Carolina State University,232114,IA,20,1.21,1,3,0.3333333333333333,,,0,39,3,13.0,44,3,14.666666666666666,84,9,9.333333333333334
John McIntyre,North Carolina State University,377457,NJ,20,5.38,17,3,5.666666666666667,,,0,72,3,24.0,,,0,89,6,14.833333333333334
Tyler Rice,North Carolina State University,200611,FL,20,1.71,,,0,8,3,2.6666666666666665,,,0,,,0,8,3,2.6666666666666665
Coleman Stewart,North Carolina State University,196011,PA,20,11.35,68,4,17.0,92,4,23.0,92,5,18.4,92,5,18.4,344,18,19.11111111111111
Andreas VAZAIOS,North Carolina State University,420373,GRE,18,1.20,,,0,,,0,91,5,18.2,83,3,27.666666666666668,174,8,21.75
Zack Warner,North Carolina State University,184335,NJ,18,1.92,,,0,,,0,,,0,,,0,0,0,0
Daniel Forndal,North Carolina State University,409704,SWE,21,1.88,,,0,,,0,,,0,,,0,0,0,0
Cobe Garcia,North Carolina State University,241120,KS,19,20.94,,,0,,,0,28,3,9.333333333333334,22,3,7.333333333333333,50,6,8.333333333333334
John Gray,North Carolina State University,705095,NC,21,100.00,13,3,4.333333333333333,45,3,15.0,,,0,,,0,58,6,9.666666666666666
Giovanni IZZO,North Carolina State University,450944,ITA,21,1.61,71,3,23.666666666666668,55,3,18.333333333333332,,,0,,,0,126,6,21.0
Jacob Johnson,North Carolina State University,290585,VA,21,1.80,39,3,13.0,35,3,11.666666666666666,23,3,7.666666666666667,,,0,97,9,10.777777777777779
