Name,Team,Swimmer_ID,hometown,Starting season,Power_Index,FR,Events-FR,Freshman_PPE,SO,Events-SO,Sophomore_ppe,JR,Events-JR,Junior_ppe,SR,Events-SR,Senior_ppe,Total_Points,Total_Events,Total_ppe
Daniel SOS,University of Louisville,450638,HUN,21,-1,67,3,22.333333333333332,54,3,18.0,56,3,18.666666666666668,,,0,177,9,19.666666666666668
Santiago Aguilera,University of Louisville,610489,COL,22,12.52,,,0,,,0,,,0,,,0,0,0,0
Tanner Cummings,University of Louisville,276083,KY,22,14.65,,,0,11,3,3.6666666666666665,,,0,,,0,11,3,3.6666666666666665
Hayden Curley,University of Louisville,310209,FL,22,1.37,24,3,8.0,35,3,11.666666666666666,,,0,,,0,59,6,9.833333333333334
Mihalis Deliyiannis,University of Louisville,401431,GA,21,10.21,,,0,,,0,28,3,9.333333333333334,,,0,28,3,9.333333333333334
Michael Eastman,University of Louisville,473468,KY,22,10.92,,,0,27,3,9.0,,,0,,,0,27,3,9.0
Kivanc Gur,University of Louisville,958298,TUR,22,-1,19,3,6.333333333333333,30,3,10.0,,,0,,,0,49,6,8.166666666666666
Griffin Manning,University of Louisville,482226,OH,22,13.09,,,0,,,0,,,0,,,0,0,0,0
Colton Paulson,University of Louisville,392757,IL,22,1.38,50,3,16.666666666666668,65,3,21.666666666666668,,,0,,,0,115,6,19.166666666666668
Bartosz Piszczorowicz,University of Louisville,508979,POL,22,1.07,46,3,15.333333333333334,,,0,,,0,,,0,46,3,15.333333333333334
Jack Wever,University of Louisville,344463,MO,22,11.32,,,0,,,0,,,0,,,0,0,0,0
Mitchell Whyte,University of Louisville,407806,MN,22,5.14,63,3,21.0,69,3,23.0,,,0,,,0,132,6,22.0
Kyle Worrell,University of Louisville,346751,NJ,22,9.50,,,0,,,0,,,0,,,0,0,0,0
Greyson Alarcon,University of Louisville,354224,TX,23,11.20,,,0,,,0,,,0,,,0,0,0,0
Caleb Duncan,University of Louisville,410056,TX,23,10.51,,,0,,,0,,,0,,,0,0,0,0
Sky Geovanni,University of Louisville,579894,GA,23,100.00,9,3,3.0,,,0,,,0,,,0,9,3,3.0
Jeremiah Holmes,University of Louisville,331909,KY,23,19.21,,,0,,,0,,,0,,,0,0,0,0
Neal Morsi,University of Louisville,330758,KY,23,21.46,,,0,,,0,,,0,,,0,0,0,0
Sasha Palazzo,University of Louisville,525322,ITA,20,-1,,,0,,,0,,,0,17,3,5.666666666666667,17,3,5.666666666666667
Aaron Parrott,University of Louisville,453033,TX,22,16.20,,,0,,,0,,,0,,,0,0,0,0
Abdelrahman SAMEH,University of Louisville,672098,EGY,23,5.64,65,3,21.666666666666668,,,0,,,0,,,0,65,3,21.666666666666668
ILIA SIBIRTSEV,University of Louisville,569119,FL,23,1.42,,,0,,,0,,,0,,,0,0,0,0
Logan Smith,University of Louisville,1179979,KY,23,100.00,,,0,,,0,,,0,,,0,0,0,0
Adam Sneden,University of Louisville,1179980,NC,23,100.00,13,3,4.333333333333333,,,0,,,0,,,0,13,3,4.333333333333333
